t	numS	numE	numI	numQ	numR
1	29		30		-		-		-
1	10		61		-		-		-
1	6		92		-		-		-
1	104		82		-		-		-
1	73		66		-		-		-
1	2		84		-		-		-
1	15		81		-		-		-
1	26		4		-		-		-
1	57		62		-		-		-
1	16		102		-		-		-
1	37		-		-		-		-
1	1		-		-		-		-
1	25		-		-		-		-
1	91		-		-		-		-
1	31		-		-		-		-
1	14		-		-		-		-
1	56		-		-		-		-
1	0		-		-		-		-
1	13		-		-		-		-
1	58		-		-		-		-
1	74		-		-		-		-
1	87		-		-		-		-
1	106		-		-		-		-
1	108		-		-		-		-
1	46		-		-		-		-
1	47		-		-		-		-
1	70		-		-		-		-
1	80		-		-		-		-
1	20		-		-		-		-
1	90		-		-		-		-
1	85		-		-		-		-
1	11		-		-		-		-
1	97		-		-		-		-
1	36		-		-		-		-
1	75		-		-		-		-
1	63		-		-		-		-
1	59		-		-		-		-
1	24		-		-		-		-
1	67		-		-		-		-
1	99		-		-		-		-
1	83		-		-		-		-
1	94		-		-		-		-
1	12		-		-		-		-
1	19		-		-		-		-
1	72		-		-		-		-
1	54		-		-		-		-
1	88		-		-		-		-
1	79		-		-		-		-
1	34		-		-		-		-
1	42		-		-		-		-
1	38		-		-		-		-
1	77		-		-		-		-
1	107		-		-		-		-
1	27		-		-		-		-
1	18		-		-		-		-
1	55		-		-		-		-
1	51		-		-		-		-
1	17		-		-		-		-
1	93		-		-		-		-
1	22		-		-		-		-
1	49		-		-		-		-
1	33		-		-		-		-
1	3		-		-		-		-
1	23		-		-		-		-
1	50		-		-		-		-
1	60		-		-		-		-
1	89		-		-		-		-
1	9		-		-		-		-
1	21		-		-		-		-
1	48		-		-		-		-
1	71		-		-		-		-
1	103		-		-		-		-
1	98		-		-		-		-
1	105		-		-		-		-
1	28		-		-		-		-
1	5		-		-		-		-
1	44		-		-		-		-
1	101		-		-		-		-
1	96		-		-		-		-
1	39		-		-		-		-
1	64		-		-		-		-
1	78		-		-		-		-
1	40		-		-		-		-
1	65		-		-		-		-
1	100		-		-		-		-
1	45		-		-		-		-
1	69		-		-		-		-
1	35		-		-		-		-
1	53		-		-		-		-
1	68		-		-		-		-
1	32		-		-		-		-
1	41		-		-		-		-
1	86		-		-		-		-
1	76		-		-		-		-
1	43		-		-		-		-
1	109		-		-		-		-
1	95		-		-		-		-
1	7		-		-		-		-
1	52		-		-		-		-
1	8		-		-		-		-
2	29		61		-		-		-
2	10		102		-		-		-
2	6		92		-		-		-
2	104		62		-		-		-
2	73		4		-		-		-
2	2		66		-		-		-
2	15		30		-		-		-
2	26		82		-		-		-
2	57		84		-		-		-
2	16		81		-		-		-
2	37		-		-		-		-
2	1		-		-		-		-
2	25		-		-		-		-
2	91		-		-		-		-
2	31		-		-		-		-
2	14		-		-		-		-
2	56		-		-		-		-
2	0		-		-		-		-
2	13		-		-		-		-
2	58		-		-		-		-
2	74		-		-		-		-
2	87		-		-		-		-
2	106		-		-		-		-
2	108		-		-		-		-
2	46		-		-		-		-
2	47		-		-		-		-
2	70		-		-		-		-
2	80		-		-		-		-
2	20		-		-		-		-
2	90		-		-		-		-
2	85		-		-		-		-
2	11		-		-		-		-
2	97		-		-		-		-
